Exp_A,Exp_B,Exp_C
0.802333978770667,0.802451872175004,0.7550341501870335
0.7826531620702112,0.7809222467401041,0.7605953063019626
0.750031693337752,0.7502924007509837,0.7382848958066178
0.8184918969466097,0.8195530019091792,0.7834210174689763
0.8239266345006165,0.8229561315196556,0.8011196812334697
0.8534392450918544,0.8550008288879968,0.8428949212279216
0.8370201167132806,0.8372099564889024,0.8035118892867875
0.8341408747483954,0.832604398578713,0.8086858026649207
0.7965479964207932,0.7970810218232127,0.746277844328062
0.8600038789011969,0.8596040307236927,0.803758683678842
0.8144639472257147,0.8153944429287594,0.7861346231081208
0.8542515307258327,0.8528587343537548,0.8229567632315333
0.8547180110048603,0.8555852775309791,0.8385735214736453
0.825054666699216,0.8263973089738941,0.7996526764882408
0.7039399450491024,0.7066480770556569,0.6811113943671845
0.7809643930351612,0.779700395309522,0.7390287854724602
0.8485888688467533,0.8477308723959683,0.8291265648531191
0.7822204171390286,0.7846156767495807,0.7699586440517607
0.8611891070326422,0.8595715477268785,0.8355156574116819
0.7590396050450698,0.7622425562834749,0.7365056606434649
0.8128256690527297,0.8133779258914501,0.7617401564166482
0.8291942837124853,0.8278147276867301,0.7626737771303128
0.8340480896413307,0.8334054601110019,0.7982838200502047
0.6818112277070552,0.6806291331823029,0.6987470528524475
0.8434293035670775,0.8447923209559043,0.8333018894939365
0.7967244079729305,0.7977805332255501,0.7718833009003007
0.8115170330092704,0.8112524225524934,0.7785179369725357
0.7203966803531147,0.7197877964377526,0.6815019199844036
0.8600120396320319,0.8601084827557786,0.8123385072999671
0.8224917319837839,0.82264537550162,0.7800196416088511
0.8004192179041024,0.8005369461962707,0.7586508093341899
0.8237096399044656,0.8234130251421281,0.7912141735141198
0.8544885074158737,0.8534437733582846,0.8212756547812006
0.7880280168028669,0.7870024434426298,0.775646038952577
0.823264944859271,0.8243578733391725,0.7918069048233543
0.8238521089769966,0.8247770034054935,0.8064551398267586
0.7397299538468031,0.7377891984568046,0.6911541532534067
0.7740682498463629,0.7757365144796549,0.7264076536864148
0.7822044423337041,0.7820386256575951,0.7938844664390146
0.8371685646781258,0.8365182170991927,0.8146113131102442
0.7830273257950646,0.7828780534613654,0.7679655035605395
0.8360370770626958,0.8356934863279603,0.8143358880507834
0.7388225401970308,0.7379307426266322,0.7139980600431681
0.8181144145568087,0.8169854296930772,0.7837393493578045
0.6943524017940124,0.6959169595463893,0.6876559050877462
0.8353583350112118,0.835418043291606,0.8119844398083425
0.8339614348842048,0.8329831937648745,0.8093522942282486
0.7603670024896209,0.7580084280772825,0.7095865037107894
0.7757520703957547,0.7764514830457135,0.7061997085176244
0.8623464094092372,0.8610014201921986,0.837081888592742
0.8361143907039691,0.8374953625937016,0.8341847652352877
0.7981395725300553,0.7988263226835949,0.772467856715794
0.7127469578765571,0.7098486688559942,0.6793795731261817
0.7734467090736307,0.7709757059477707,0.7336121609062427
0.7629062891893292,0.7633932358001415,0.7366520769049751
0.8310028035024801,0.8314397145050353,0.7823653916943075
0.8458317033249912,0.846299752769545,0.8316299880044176
0.7593684477256518,0.7622936826607357,0.6960031070136725
0.7956092296855155,0.794054958128285,0.7735502191114458
0.8343441178882753,0.8352928213151015,0.7863245156924089
0.8662307828829932,0.8651962536705251,0.8261651042313038
0.8254596107607378,0.8243759166572706,0.8131658970787683
0.8625181431902254,0.861426329228596,0.817283125865786
0.8017647692756171,0.8057370052254391,0.7876620854794671
0.7912689878212504,0.7912350162655052,0.7774588655143533
0.8057877842323174,0.8030730320826852,0.7894070139973844
0.8077881588005024,0.8090019153981908,0.7595483955737312
0.7821215525155346,0.7822388519528485,0.7410162179846855
0.8517489120997294,0.8485106492006539,0.813102491748806
0.8355228473821761,0.8359749368897014,0.7973945052022816
0.7820253081217683,0.7800870071986113,0.7561480615704923
0.8245997073393392,0.8262513031157551,0.8047630863169213
0.772186410546688,0.7727534609803426,0.7528573813315642
0.8059915483933973,0.8055890545676092,0.7813191175190625
0.7949240885882352,0.7934044000298082,0.7435823976016794
0.871668650142496,0.8715673393554865,0.8312230504561218
0.843830245001538,0.8435577231230511,0.8231536446903113
0.8557500566610754,0.8559356185796972,0.834483877759294
0.7903913152087656,0.7900666291092777,0.7469786281619026
0.8411897298433332,0.8407061424194379,0.8241658247096605
0.8035440758642122,0.8043238419779438,0.7918426483667715
0.6980407589629366,0.6995748754276185,0.6523087688993682
0.7538072499868127,0.7552615142649108,0.7064050797971779
0.7975545701772903,0.7974311907748605,0.750343366315474
0.8614979261924801,0.8594140594956462,0.8087859211419215
0.7849430144732853,0.7835298850334604,0.7336646486485577
0.796147092991708,0.7966160847889222,0.7653389565438542
0.8121147188044522,0.8110562701022518,0.8021689746805467
0.8426780487873317,0.8419625001384534,0.8361119155486296
0.8556786062907712,0.8550412741109715,0.8056360278529409
0.8146860323176384,0.8166304973077387,0.8175001516532191
0.791125376148422,0.7892611546896041,0.781329758301541
0.7714592794648023,0.7737910589786858,0.733411636897594
0.7154861251996164,0.7144552631893948,0.6791933776456783
0.7862789523694522,0.7856393683357245,0.7477392887391366
0.8201727300382851,0.8212333797165265,0.7586085233802441
0.8785357111994038,0.8783173144814185,0.8502355575767939
0.684508055139475,0.681627526860863,0.610560164387311
0.8378176337402133,0.8371354003633236,0.8285420853533555
0.7952738371990458,0.7955803636768678,0.7486010596176726
0.8448476477888415,0.8439984371070394,0.8369445403507796
0.818299669307599,0.8192910689197785,0.7849746635450588
0.7842848173250268,0.7825943901516781,0.727483142562068
