Model,R2_inner_mean,R2_inner_std,MAE_inner_mean,Mode,Fold
LGBM+XGB+kNN,0.6986949047641786,0.0675907063481027,0.528140085504117,rdkit2d3d_fp,1
SVM+kNN,0.6964500003532705,0.04555895076074079,0.5436293334419178,rdkit2d3d_fp,1
RF+LGBM,0.6938157487905876,0.08820046719377572,0.529640487677985,rdkit2d3d_fp,1
LGBM+kNN,0.693311077208358,0.07464684164282717,0.5361084500204363,rdkit2d3d_fp,1
RF+LGBM+XGB,0.6932521668674314,0.08745831143909367,0.5292204433645564,rdkit2d3d_fp,1
RF+XGB+kNN,0.6921581228218526,0.08809662004245315,0.5304666791356359,rdkit2d3d_fp,1
RF+kNN,0.6920601858459361,0.08992259203282826,0.5336411461782175,rdkit2d3d_fp,1
SVM,0.691501553862916,0.04762183687634731,0.5557539708637387,rdkit2d3d_fp,1
XGB+kNN,0.6891777528664795,0.0589710908630036,0.5469078110305234,rdkit2d3d_fp,1
ET,0.6890085128759786,0.043516567312897936,0.5226579155301738,rdkit2d3d_fp,1
LGBM+XGB,0.6876298182183807,0.07490397845296426,0.5387457555618868,rdkit2d3d_fp,1
RF+XGB,0.6840333300456678,0.09488889304557106,0.5380205481756646,rdkit2d3d_fp,1
RF,0.6800334299405095,0.09553301123290714,0.5406844416054547,rdkit2d3d_fp,1
LGBM,0.6783564155618643,0.08089650646043509,0.5413845168523387,rdkit2d3d_fp,1
XGB,0.667019134775075,0.07359463960184887,0.559201673135076,rdkit2d3d_fp,1
kNN,0.6081753297760495,0.07137815834506397,0.6198652642076032,rdkit2d3d_fp,1
ET+LGBM+kNN,0.715896026106679,0.040568431895005995,0.4914798601443412,rdkit2d3d_fp,2
ET+XGB,0.7154867719462255,0.03837093472895343,0.492309201419471,rdkit2d3d_fp,2
ET+LGBM+XGB,0.7154570550138812,0.039215780155906314,0.4933345030412674,rdkit2d3d_fp,2
ET+LGBM,0.7145099158619834,0.03962613327724758,0.4947725114623397,rdkit2d3d_fp,2
RF+ET+LGBM,0.714430086379995,0.03805727207973886,0.4936934180119669,rdkit2d3d_fp,2
ET+XGB+kNN,0.7133624891572932,0.04005450844297317,0.4899553262875445,rdkit2d3d_fp,2
RF+ET+XGB,0.7132482801056141,0.03636999551516387,0.49247449662200016,rdkit2d3d_fp,2
RF+ET+kNN,0.7114610400066931,0.038061988227930194,0.49331108971894355,rdkit2d3d_fp,2
RF+ET,0.711222916380576,0.03685740735425012,0.4934975611845035,rdkit2d3d_fp,2
ET+LGBM+SVM,0.7093321614102026,0.03738285617115831,0.5028805806102525,rdkit2d3d_fp,2
ET,0.7069518574612346,0.03777070705474153,0.49105806938164437,rdkit2d3d_fp,2
ET+kNN,0.705693226180634,0.046147931874548964,0.4960487665686477,rdkit2d3d_fp,2
RF+ET+SVM,0.7044185268661018,0.0380069732555369,0.5067259122796404,rdkit2d3d_fp,2
ET+XGB+SVM,0.7041472027143417,0.03938400472041424,0.5043404914059563,rdkit2d3d_fp,2
ET+SVM+kNN,0.6983280482672942,0.04686698968781559,0.5067662500244061,rdkit2d3d_fp,2
ET+SVM,0.6967781955257658,0.044536039843985686,0.5114838713839955,rdkit2d3d_fp,2
RF+LGBM+SVM,0.6955597893727673,0.03431991184509945,0.5254220308407318,rdkit2d3d_fp,2
LGBM+XGB+SVM,0.6926600511089843,0.03365219091558038,0.5306324307360186,rdkit2d3d_fp,2
RF+LGBM+kNN,0.6924141047209338,0.03567857433603015,0.5233845242263924,rdkit2d3d_fp,2
LGBM+SVM+kNN,0.691331120399753,0.037118778034448484,0.5299277996219175,rdkit2d3d_fp,2
RF+SVM+kNN,0.6894568297995448,0.03641344082018316,0.5235873352182276,rdkit2d3d_fp,2
RF+XGB+SVM,0.68903851763197,0.03722916695922147,0.5262945862698387,rdkit2d3d_fp,2
LGBM+SVM,0.6890288495216407,0.03442579728112342,0.5375312159910923,rdkit2d3d_fp,2
RF+XGB+kNN,0.689004746695126,0.03225566452069205,0.5230081164193429,rdkit2d3d_fp,2
RF+SVM,0.6884719367987533,0.03568384568199072,0.5284092361848313,rdkit2d3d_fp,2
LGBM+XGB+kNN,0.6882422080158951,0.03536178759355902,0.5317048260271731,rdkit2d3d_fp,2
RF+LGBM+XGB,0.685278168618491,0.03622288331803645,0.5310982387614234,rdkit2d3d_fp,2
RF+kNN,0.6839111860789973,0.03327565883027937,0.5264074644407064,rdkit2d3d_fp,2
RF+LGBM,0.6834207924295992,0.03753658798491713,0.5326926516573868,rdkit2d3d_fp,2
RF+XGB,0.6808262930486327,0.03437221846765268,0.5302157541129378,rdkit2d3d_fp,2
LGBM+kNN,0.6803418517329543,0.0390076986507771,0.5415885787632347,rdkit2d3d_fp,2
XGB+SVM+kNN,0.6792274817763084,0.04073041848340143,0.5353119638861196,rdkit2d3d_fp,2
RF,0.6766922034830337,0.033997202200003844,0.5331416795147107,rdkit2d3d_fp,2
XGB+SVM,0.6752412005344175,0.040602718067953465,0.5433791389989903,rdkit2d3d_fp,2
LGBM+XGB,0.6748309993189828,0.03498561923726944,0.5525627676073345,rdkit2d3d_fp,2
XGB+kNN,0.6727222132843643,0.030570498809301346,0.5441574721375816,rdkit2d3d_fp,2
LGBM,0.6673466622880568,0.03788824091406162,0.5545240699180117,rdkit2d3d_fp,2
XGB,0.6645085370155986,0.028897466992219793,0.5492236927509253,rdkit2d3d_fp,2
SVM,0.6478128240452996,0.03970913094082056,0.5844114911722154,rdkit2d3d_fp,2
SVM+kNN,0.639164049672079,0.05916643392624246,0.5766992884848837,rdkit2d3d_fp,2
kNN,0.5567050055173148,0.053182276402926006,0.6395627686833059,rdkit2d3d_fp,2
ET+LGBM,0.7165188391679749,0.05244033763341559,0.49827881723383094,rdkit2d3d_fp,3
ET+LGBM+SVM,0.7157301997676162,0.04839891930001592,0.5032984151165933,rdkit2d3d_fp,3
ET+LGBM+XGB,0.7152361453796132,0.05250313699290487,0.4980938967707503,rdkit2d3d_fp,3
RF+ET+LGBM,0.7150107670297545,0.052270042594595556,0.49931314630143564,rdkit2d3d_fp,3
ET+LGBM+kNN,0.7120280821741451,0.056889306911052186,0.500010970480693,rdkit2d3d_fp,3
RF+LGBM+SVM,0.7064498671535473,0.04469858639185222,0.5190912114921479,rdkit2d3d_fp,3
LGBM+XGB+SVM,0.7041150481714029,0.045178928236345214,0.5197729508172533,rdkit2d3d_fp,3
RF+ET+SVM,0.7039870453081722,0.05343870749863246,0.5128245496340776,rdkit2d3d_fp,3
ET+XGB+SVM,0.7032699283879003,0.050274650263423724,0.5123530463009636,rdkit2d3d_fp,3
LGBM+SVM,0.7025595958908338,0.042692374318303146,0.5212068550865296,rdkit2d3d_fp,3
RF+ET+XGB,0.7021207265411282,0.056097805349398976,0.509432564002356,rdkit2d3d_fp,3
RF+ET,0.7005799658379278,0.05804217139530044,0.5108554671780589,rdkit2d3d_fp,3
LGBM+SVM+kNN,0.6996559857562044,0.04534503461387048,0.5215633300134735,rdkit2d3d_fp,3
RF+LGBM+XGB,0.6987026002513133,0.03955613297602726,0.5199980516740698,rdkit2d3d_fp,3
ET+XGB,0.6982508507739412,0.05621181067064539,0.5137635198389525,rdkit2d3d_fp,3
RF+LGBM,0.6981896637191478,0.03773748683759252,0.5198487821322066,rdkit2d3d_fp,3
RF+ET+kNN,0.697731332121582,0.06300197795704625,0.5113628740868379,rdkit2d3d_fp,3
ET+XGB+kNN,0.697558583139888,0.061208410739674236,0.5094565696969864,rdkit2d3d_fp,3
RF+XGB+SVM,0.6971319112500575,0.046823693728009604,0.5268860396312504,rdkit2d3d_fp,3
RF+LGBM+kNN,0.6962744140630821,0.04828877472510957,0.5187178007417325,rdkit2d3d_fp,3
LGBM+XGB+kNN,0.6948246077542668,0.050748826003895416,0.5215435167061018,rdkit2d3d_fp,3
LGBM+XGB,0.6941748634828588,0.03816952767562884,0.5287909323022363,rdkit2d3d_fp,3
ET+SVM,0.6933342173589564,0.05403263843007793,0.5209834099885404,rdkit2d3d_fp,3
RF+SVM,0.692239876607023,0.04862667210341349,0.5334102285734685,rdkit2d3d_fp,3
ET+SVM+kNN,0.6915416897714195,0.05696105612658975,0.5199947569544976,rdkit2d3d_fp,3
RF+SVM+kNN,0.6905502465746103,0.050458517943831896,0.5322222578913787,rdkit2d3d_fp,3
LGBM,0.6902628968513916,0.035163455867189365,0.53418715333671,rdkit2d3d_fp,3
LGBM+kNN,0.6896189049370095,0.046095949481022094,0.5272473805344233,rdkit2d3d_fp,3
XGB+SVM+kNN,0.687914810483479,0.046784537230087214,0.5335715733629944,rdkit2d3d_fp,3
XGB+SVM,0.6865836047786968,0.04372115926460417,0.5392896600055198,rdkit2d3d_fp,3
RF+XGB+kNN,0.6856377353323927,0.05054320142633906,0.5287707401223102,rdkit2d3d_fp,3
ET+kNN,0.6839862950647564,0.07026931660727978,0.5186500548418332,rdkit2d3d_fp,3
RF+XGB,0.6838430056419829,0.04126972872313267,0.5349136365983165,rdkit2d3d_fp,3
ET,0.6826264997912225,0.06325197460719549,0.519231352754686,rdkit2d3d_fp,3
RF+kNN,0.6780857827698462,0.053101291874210865,0.5377417366943826,rdkit2d3d_fp,3
RF,0.6769359322764482,0.03771913988151909,0.5410090838492808,rdkit2d3d_fp,3
XGB+kNN,0.6729325182634552,0.04853257953663413,0.5464565706532818,rdkit2d3d_fp,3
XGB,0.6627458983332313,0.04198620896304941,0.5504529938887405,rdkit2d3d_fp,3
SVM,0.6440568037524498,0.03047777092456464,0.5782636584378374,rdkit2d3d_fp,3
SVM+kNN,0.6408627678964127,0.048841633028943454,0.5764780633294345,rdkit2d3d_fp,3
kNN,0.5374966189004715,0.061902088800954956,0.6610108566049586,rdkit2d3d_fp,3
RF+LGBM+SVM,0.7061742030160184,0.05658785498190745,0.5454339280082505,rdkit2d3d_fp,4
ET+LGBM+SVM,0.7048618079876225,0.05427924377565322,0.5444772921746691,rdkit2d3d_fp,4
RF+ET+SVM,0.7040322439233945,0.05581588847488641,0.5457685373239268,rdkit2d3d_fp,4
LGBM+XGB+SVM,0.7032781936481098,0.05817110077655752,0.5491045942681583,rdkit2d3d_fp,4
LGBM+SVM+kNN,0.7011230800426176,0.06084201389271441,0.5495929370901979,rdkit2d3d_fp,4
LGBM+SVM,0.7009961810434867,0.057803363385822336,0.5519301996923256,rdkit2d3d_fp,4
RF+XGB+SVM,0.7007894752756543,0.05839177767603167,0.5527668791542097,rdkit2d3d_fp,4
ET+XGB+SVM,0.7007229409274396,0.05549089818472943,0.5468150830363714,rdkit2d3d_fp,4
RF+SVM,0.6993424190281209,0.06083368145538087,0.5528011671529356,rdkit2d3d_fp,4
RF+SVM+kNN,0.6982668651777264,0.0628592556888488,0.5517457823775574,rdkit2d3d_fp,4
RF+ET+LGBM,0.6975753750008231,0.048511001849918876,0.5412412588265877,rdkit2d3d_fp,4
ET+LGBM+XGB,0.6951470863672123,0.046581754187651585,0.5443830466959783,rdkit2d3d_fp,4
ET+LGBM,0.6937831851516909,0.047117448493530195,0.5440219161656416,rdkit2d3d_fp,4
ET+LGBM+kNN,0.6937623662452077,0.05727874256713743,0.5452533895316691,rdkit2d3d_fp,4
RF+ET+XGB,0.6922227412263787,0.046062945204036455,0.5469188713997495,rdkit2d3d_fp,4
RF+ET+kNN,0.6919594436649529,0.056756499638258996,0.5482581307604407,rdkit2d3d_fp,4
RF+ET,0.6915688718318043,0.04669806646847528,0.5446611249986031,rdkit2d3d_fp,4
XGB+SVM+kNN,0.6914973741976181,0.06861516144651988,0.5574232890731585,rdkit2d3d_fp,4
ET+XGB+kNN,0.6907839477316294,0.0575977778956551,0.5497378342952064,rdkit2d3d_fp,4
XGB+SVM,0.6904615510549869,0.06561977717417156,0.5601707762414773,rdkit2d3d_fp,4
RF+LGBM+kNN,0.6901765379945595,0.05958406291389981,0.5521112375548877,rdkit2d3d_fp,4
ET+SVM+kNN,0.6896052674643477,0.06238080065225223,0.5556597410605935,rdkit2d3d_fp,4
ET+SVM,0.6895699736265187,0.05872540836920794,0.5578562783424367,rdkit2d3d_fp,4
RF+LGBM+XGB,0.689021116678439,0.04745996402480317,0.5546416681146995,rdkit2d3d_fp,4
ET+XGB,0.6877283624078043,0.04389471757950904,0.5474094947889837,rdkit2d3d_fp,4
RF+LGBM,0.6874086875021341,0.048516386720034034,0.555032622123862,rdkit2d3d_fp,4
LGBM+XGB+kNN,0.6868957397271973,0.059572302254614885,0.5591827916317513,rdkit2d3d_fp,4
LGBM+kNN,0.6839754334201881,0.058451862602822854,0.5614367672198549,rdkit2d3d_fp,4
RF+XGB+kNN,0.6809243859496705,0.05797182126608802,0.5618976059736331,rdkit2d3d_fp,4
ET+kNN,0.6800608675945086,0.05666025435220167,0.5589307066809962,rdkit2d3d_fp,4
RF+kNN,0.6794869461736143,0.05915954694739726,0.5614364296834409,rdkit2d3d_fp,4
LGBM+XGB,0.6792712126260367,0.047429248093256694,0.5657196923534384,rdkit2d3d_fp,4
SVM,0.6786085546657878,0.05448723589551366,0.582745955322305,rdkit2d3d_fp,4
LGBM,0.6752002001419012,0.049071492781318664,0.5663125505200195,rdkit2d3d_fp,4
RF+XGB,0.6746015504720405,0.046318668386202556,0.5649852206429536,rdkit2d3d_fp,4
RF,0.6742462129702034,0.0484224083274673,0.5610375536378844,rdkit2d3d_fp,4
SVM+kNN,0.6705544497569692,0.07336593845860853,0.5857204860877835,rdkit2d3d_fp,4
XGB+kNN,0.6654615731722385,0.06316492075282182,0.5814452865709032,rdkit2d3d_fp,4
ET,0.6600005544245938,0.05079343546705486,0.5497498215603471,rdkit2d3d_fp,4
XGB,0.6421916399462273,0.0547504486096339,0.5768661639436157,rdkit2d3d_fp,4
kNN,0.5824883698573148,0.06931260114610162,0.6492246154492561,rdkit2d3d_fp,4
ET+LGBM+SVM,0.7286423328021951,0.02918963334176085,0.501881789429713,rdkit2d3d_fp,5
RF+ET+SVM,0.7227586047668467,0.029535372418904707,0.5046141023627972,rdkit2d3d_fp,5
RF+LGBM+SVM,0.7224380446432198,0.022606535259759683,0.5123770140955012,rdkit2d3d_fp,5
ET+XGB+SVM,0.7203557377988171,0.0366195155265308,0.5042064070124108,rdkit2d3d_fp,5
LGBM+SVM,0.7202787910218016,0.02091245383718396,0.5175689491287138,rdkit2d3d_fp,5
LGBM+XGB+SVM,0.7191514462461878,0.02540735464660335,0.516910207747521,rdkit2d3d_fp,5
ET+SVM,0.716598084432047,0.034687981498236646,0.5109663931426223,rdkit2d3d_fp,5
RF+SVM,0.7155848304930424,0.02229648519439818,0.519154381100839,rdkit2d3d_fp,5
RF+ET+LGBM,0.713530767690714,0.02825779542561519,0.5042093412802682,rdkit2d3d_fp,5
RF+XGB+SVM,0.7131487402340068,0.026276060575772295,0.5212750106017952,rdkit2d3d_fp,5
LGBM+SVM+kNN,0.7123267108399695,0.03475482215879398,0.520859037844177,rdkit2d3d_fp,5
ET+LGBM+XGB,0.710764603957404,0.034317629734436014,0.5063165566307746,rdkit2d3d_fp,5
ET+LGBM,0.7107279772673842,0.031307046495289426,0.5076197461660439,rdkit2d3d_fp,5
ET+SVM+kNN,0.7073379027047254,0.04942945812438576,0.5143543639094663,rdkit2d3d_fp,5
ET+LGBM+kNN,0.7072842564567494,0.044218449178540294,0.508625343456641,rdkit2d3d_fp,5
RF+ET,0.7054783828423871,0.025081393599408253,0.5070221231568871,rdkit2d3d_fp,5
RF+SVM+kNN,0.705337360626215,0.03648251717772211,0.5234278725613354,rdkit2d3d_fp,5
XGB+SVM,0.705297200770645,0.026171821446616585,0.5307738924405102,rdkit2d3d_fp,5
RF+ET+XGB,0.7052286251550803,0.030751240308694167,0.5084986112891073,rdkit2d3d_fp,5
ET+XGB,0.7010945985439936,0.038192632319780095,0.5105916368838839,rdkit2d3d_fp,5
XGB+SVM+kNN,0.7003236695036483,0.041586024554473626,0.5299675670333157,rdkit2d3d_fp,5
RF+ET+kNN,0.6999432171265922,0.0423694855330673,0.511480281832889,rdkit2d3d_fp,5
ET+XGB+kNN,0.6989264558548806,0.052133389315576456,0.5125439580290418,rdkit2d3d_fp,5
RF+LGBM+kNN,0.6957108036894298,0.033628969413947295,0.5275403063305532,rdkit2d3d_fp,5
RF+LGBM,0.6940192198853801,0.028911835742875213,0.5314635456072015,rdkit2d3d_fp,5
LGBM+XGB+kNN,0.6931463445881374,0.03929193443526884,0.5316745615904246,rdkit2d3d_fp,5
RF+LGBM+XGB,0.6927284709168017,0.029999614756315216,0.5316211562470904,rdkit2d3d_fp,5
LGBM+kNN,0.6889974702449546,0.03687516141517452,0.5392977760503637,rdkit2d3d_fp,5
SVM,0.6886690412881549,0.01984512548413251,0.5469227562757415,rdkit2d3d_fp,5
RF+XGB+kNN,0.6867220245399874,0.037685264937142235,0.5350293018077691,rdkit2d3d_fp,5
RF+XGB,0.6851891680984823,0.02904961350912609,0.5341991961723647,rdkit2d3d_fp,5
ET+kNN,0.6846515048891819,0.057865457322540774,0.5209041139331718,rdkit2d3d_fp,5
LGBM+XGB,0.6846222339637881,0.030612139271794906,0.5427247758106934,rdkit2d3d_fp,5
RF+kNN,0.6840191523931368,0.03270722133825937,0.5372515050330862,rdkit2d3d_fp,5
ET,0.6808602684438367,0.052602826771341614,0.51779692516743,rdkit2d3d_fp,5
RF,0.6803981903433833,0.026926028472274217,0.5382450288744838,rdkit2d3d_fp,5
LGBM,0.6784898207605033,0.030714424401613854,0.5465244981352708,rdkit2d3d_fp,5
XGB+kNN,0.6768138198495725,0.04237231638111384,0.545110607780581,rdkit2d3d_fp,5
SVM+kNN,0.6762171251064774,0.040807195766208136,0.5579080467479371,rdkit2d3d_fp,5
XGB,0.6606775303066551,0.03679259163149526,0.549663615637409,rdkit2d3d_fp,5
kNN,0.5605921388851617,0.05604491573071225,0.6458301926362396,rdkit2d3d_fp,5
ET+LGBM+kNN,0.7198787543708699,0.0398805932989898,0.499938774349316,rdkit2d3d_fp,6
ET+LGBM+XGB,0.7196136801169559,0.043315677450142705,0.5030878630388902,rdkit2d3d_fp,6
ET+LGBM+SVM,0.719451591615039,0.034004609627689,0.500009870020926,rdkit2d3d_fp,6
RF+ET+LGBM,0.7175769217457997,0.053301675832274506,0.5026372803235148,rdkit2d3d_fp,6
RF+ET+SVM,0.7172189850224285,0.05335292052094704,0.49987052221130923,rdkit2d3d_fp,6
RF+ET+kNN,0.7169600511532374,0.06126840782883827,0.5000855048300901,rdkit2d3d_fp,6
ET+LGBM,0.7168695985911875,0.039599605208549306,0.5043187233245647,rdkit2d3d_fp,6
RF+ET,0.7162478088391747,0.06236705854923488,0.502436158365203,rdkit2d3d_fp,6
ET+XGB+kNN,0.7137023871514647,0.04904490705060398,0.5079262110647222,rdkit2d3d_fp,6
ET+SVM+kNN,0.7132454774532746,0.0503448758570541,0.5061299484866131,rdkit2d3d_fp,6
ET+XGB+SVM,0.7130579372088008,0.04528965414058445,0.506585087971857,rdkit2d3d_fp,6
ET,0.7128729688319135,0.05483126566853729,0.49160648247691735,rdkit2d3d_fp,6
ET+SVM,0.7124610020840139,0.0506177901460082,0.5071835545567985,rdkit2d3d_fp,6
RF+ET+XGB,0.7124047870404462,0.06110502933555783,0.5054158022848338,rdkit2d3d_fp,6
ET+XGB,0.7113221611026086,0.05043842355550925,0.5137045265161109,rdkit2d3d_fp,6
RF+LGBM+SVM,0.7110137770417959,0.04356127567753544,0.5103254129387936,rdkit2d3d_fp,6
LGBM+SVM+kNN,0.7104237090111376,0.033233698919855725,0.5132206085044067,rdkit2d3d_fp,6
ET+kNN,0.710185476043791,0.0417018351125605,0.5132814468246986,rdkit2d3d_fp,6
LGBM+XGB+SVM,0.7088889500389598,0.03450297158483912,0.5128034415833722,rdkit2d3d_fp,6
RF+SVM,0.7088169155093802,0.05526144579006268,0.5114726198766474,rdkit2d3d_fp,6
RF+SVM+kNN,0.7083382532235261,0.055402682160999646,0.5124405283962372,rdkit2d3d_fp,6
LGBM+SVM,0.7065182326966679,0.03156635226326892,0.5177665923960985,rdkit2d3d_fp,6
RF+XGB+SVM,0.7022662911116848,0.0548590763673518,0.5144257432589662,rdkit2d3d_fp,6
RF+LGBM+kNN,0.7016048480364375,0.061363081477658975,0.5193246467523699,rdkit2d3d_fp,6
LGBM+XGB+kNN,0.6966894645131664,0.05179028662279977,0.5274811943223027,rdkit2d3d_fp,6
XGB+SVM+kNN,0.6950071062114598,0.04461256977387069,0.5245680657965355,rdkit2d3d_fp,6
RF+kNN,0.6932733691691061,0.07715513715955874,0.5246809204907539,rdkit2d3d_fp,6
RF+LGBM,0.6925416807328875,0.06874606575124267,0.5326946322138287,rdkit2d3d_fp,6
LGBM+kNN,0.6922288647681889,0.04566225697029719,0.5363545204298271,rdkit2d3d_fp,6
XGB+SVM,0.6920513808245381,0.04409544575971077,0.5285175240548265,rdkit2d3d_fp,6
RF+LGBM+XGB,0.689304155722229,0.06724438548596412,0.5323606205750988,rdkit2d3d_fp,6
RF+XGB+kNN,0.6888321543189656,0.07434675868382584,0.524964625963045,rdkit2d3d_fp,6
RF,0.6852805680120136,0.08756769055096777,0.5342524448258594,rdkit2d3d_fp,6
LGBM,0.6830058329175739,0.05209252133229544,0.5397161552302848,rdkit2d3d_fp,6
SVM+kNN,0.6827549989392022,0.04576793845422442,0.5491559130752639,rdkit2d3d_fp,6
LGBM+XGB,0.6808999480528586,0.06050060421784179,0.5494618721682653,rdkit2d3d_fp,6
SVM,0.6794598227565549,0.03602251902999581,0.5620742381305732,rdkit2d3d_fp,6
RF+XGB,0.6786270115717697,0.08409263780083498,0.5404664283316306,rdkit2d3d_fp,6
XGB+kNN,0.6714420971844554,0.06406092598248415,0.5522128710540299,rdkit2d3d_fp,6
XGB,0.643907853177651,0.09477192454805174,0.5597042754479973,rdkit2d3d_fp,6
kNN,0.5984675226561794,0.04703769637249861,0.622456243966281,rdkit2d3d_fp,6
ET+LGBM+SVM,0.7182807738920842,0.03474498901871891,0.4992751781715043,rdkit2d3d_fp,7
ET+SVM+kNN,0.7179789537946537,0.03372237939991456,0.5008263479414828,rdkit2d3d_fp,7
ET+SVM,0.7172106364204149,0.02986551462472411,0.5012340963971142,rdkit2d3d_fp,7
ET+LGBM+kNN,0.711810826044144,0.03862978275718531,0.5063233469244383,rdkit2d3d_fp,7
RF+ET+SVM,0.7108051432765587,0.039146525355449074,0.506987296169591,rdkit2d3d_fp,7
ET+kNN,0.7098467721243903,0.03549350644617051,0.5107379506866593,rdkit2d3d_fp,7
ET+XGB+SVM,0.7094109235784476,0.04443797142678952,0.5043180861484957,rdkit2d3d_fp,7
ET+LGBM,0.7085253169822753,0.0348681049184788,0.512668960884732,rdkit2d3d_fp,7
LGBM+SVM+kNN,0.7072195381496893,0.04353722010098314,0.5172757816691658,rdkit2d3d_fp,7
LGBM+SVM,0.7069861267620614,0.038414096173576204,0.5212141462302543,rdkit2d3d_fp,7
RF+ET+LGBM,0.704687564894285,0.039276703119947506,0.513284546900109,rdkit2d3d_fp,7
RF+ET+kNN,0.7046788816630492,0.042456082079852825,0.5119931004731747,rdkit2d3d_fp,7
ET+XGB+kNN,0.7032831899302743,0.04878260707119272,0.51196582467411,rdkit2d3d_fp,7
ET+LGBM+XGB,0.7029260573769373,0.04542235983055164,0.5148685010997291,rdkit2d3d_fp,7
RF+LGBM+SVM,0.7027405653617661,0.04421741874931935,0.5181012423772116,rdkit2d3d_fp,7
ET,0.7025172130342545,0.033312272957359626,0.5106487051221158,rdkit2d3d_fp,7
RF+ET,0.7010426330306778,0.03906150971750418,0.5171460898512097,rdkit2d3d_fp,7
LGBM+XGB+SVM,0.7008912773327761,0.04806872520176989,0.5205214574727896,rdkit2d3d_fp,7
RF+SVM+kNN,0.6986415081752599,0.047973815266024844,0.521107252661321,rdkit2d3d_fp,7
RF+ET+XGB,0.6980753496224327,0.045898504606055525,0.5174903950291587,rdkit2d3d_fp,7
RF+SVM,0.6974784298736137,0.04340381381534487,0.5232540449917011,rdkit2d3d_fp,7
ET+XGB,0.696861552785608,0.045101477825849834,0.5200930079599161,rdkit2d3d_fp,7
XGB+SVM+kNN,0.6956363891556758,0.05299650225258753,0.5211721377028045,rdkit2d3d_fp,7
RF+XGB+SVM,0.6939475525576373,0.04917075189512385,0.5223667498412243,rdkit2d3d_fp,7
XGB+SVM,0.692200050592495,0.04804864031647342,0.5256000209297744,rdkit2d3d_fp,7
SVM+kNN,0.6891948327026917,0.039029658802037986,0.5449853277774087,rdkit2d3d_fp,7
SVM,0.685897176321519,0.02718819350598578,0.5541684296319369,rdkit2d3d_fp,7
RF+LGBM+kNN,0.6849688736881887,0.049941348254009504,0.5346818503704515,rdkit2d3d_fp,7
LGBM+XGB+kNN,0.6791550682504524,0.05641508630901108,0.5402220660223007,rdkit2d3d_fp,7
LGBM+kNN,0.6783943800813443,0.04422944033729079,0.5454259846483566,rdkit2d3d_fp,7
RF+XGB+kNN,0.6756575871567967,0.058010056514647135,0.5397022707583194,rdkit2d3d_fp,7
RF+kNN,0.6752962069311751,0.051401926927157525,0.5420055136509989,rdkit2d3d_fp,7
RF+LGBM,0.6744185522968531,0.044067691328498915,0.5466444822032436,rdkit2d3d_fp,7
RF+LGBM+XGB,0.6729296087865,0.053122767849218974,0.546004365404593,rdkit2d3d_fp,7
XGB+kNN,0.6624797477292782,0.06307671066111208,0.556535968773407,rdkit2d3d_fp,7
LGBM,0.6621470637476417,0.04003586215241033,0.5575534159614273,rdkit2d3d_fp,7
LGBM+XGB,0.6619693251324789,0.05298814873873744,0.5616045005410039,rdkit2d3d_fp,7
RF+XGB,0.6619599938897365,0.05267860971966112,0.5533108467810246,rdkit2d3d_fp,7
RF,0.6604029552689434,0.04291919941741794,0.5563659778310165,rdkit2d3d_fp,7
XGB,0.6217698138435167,0.06716304511979371,0.5779966917482319,rdkit2d3d_fp,7
kNN,0.587853814292598,0.056547101770310804,0.6231977593966942,rdkit2d3d_fp,7
ET+LGBM,0.7106303495383807,0.04590345161522119,0.5218486174091199,rdkit2d3d_fp,8
ET+LGBM+XGB,0.7104687090841096,0.046167299618633764,0.52046091868328,rdkit2d3d_fp,8
ET+LGBM+kNN,0.7072504823475405,0.05021298479267247,0.5234133217405781,rdkit2d3d_fp,8
ET+LGBM+SVM,0.705411013847916,0.033493066114154875,0.5310581713777653,rdkit2d3d_fp,8
RF+ET+LGBM,0.704633007709859,0.050245838893679055,0.5255190471522273,rdkit2d3d_fp,8
ET+XGB,0.7022538430488748,0.04544017761663562,0.5286503973941568,rdkit2d3d_fp,8
RF+ET,0.7015595447104577,0.051004842006909884,0.5292079850120512,rdkit2d3d_fp,8
ET+XGB+kNN,0.700855612198868,0.048376803728987304,0.5271005264850086,rdkit2d3d_fp,8
ET+kNN,0.7001309710724367,0.04300987503297954,0.5296605804999202,rdkit2d3d_fp,8
RF+ET+XGB,0.6995370331203491,0.05266224720905464,0.5297020769537537,rdkit2d3d_fp,8
ET,0.698317870290905,0.04018618572242593,0.5298576454838679,rdkit2d3d_fp,8
RF+ET+kNN,0.6978855466384827,0.05185024187577546,0.5288159800455197,rdkit2d3d_fp,8
ET+XGB+SVM,0.6978790730699849,0.03163831794406094,0.5368338700784945,rdkit2d3d_fp,8
RF+ET+SVM,0.6974568565110711,0.03544498362219442,0.53881532239796,rdkit2d3d_fp,8
ET+SVM,0.6949800559295921,0.03239729975314025,0.5372714460701185,rdkit2d3d_fp,8
ET+SVM+kNN,0.6947710461647291,0.03383968500348787,0.5345977458944937,rdkit2d3d_fp,8
LGBM+XGB+SVM,0.6890256621452682,0.028525535840845023,0.5484972367839798,rdkit2d3d_fp,8
LGBM+SVM,0.6886794423128171,0.027033949517931272,0.5501405019972895,rdkit2d3d_fp,8
LGBM+SVM+kNN,0.6880002175436808,0.036436902297446935,0.5446287117899298,rdkit2d3d_fp,8
