Permuted_R2
-0.018525015301458714
-0.019522387970543953
-0.009467196945312529
-0.028974498837673668
-0.017400436129213315
-0.018318840112687605
-0.024492186632368896
-0.01375972318457661
-0.006088817262596491
-0.0027370524934951625
-0.04318324806454619
-0.009795274344175597
-0.02282476898336725
-0.030851233397067725
-0.016130731313262724
-0.012825859680513241
-0.015084851054172076
-0.01517189811624573
-0.01869670332684035
-0.003048569663653966
-0.012456162831770801
-0.010254735654380153
-0.00541082861970148
-0.03310996600126823
0.006378251184051375
-0.004338074190127039
-0.01731919034252307
-0.00626635602032648
-0.02481656517506887
-0.018938119633549723
-0.005181830876586302
-0.016245850147124673
-0.011108206439883372
-0.007998937226040014
-0.012212801692943965
-0.007941308208214037
-0.01079808206873476
-0.016998093911687207
-0.009242971633260044
-0.018825737716133828
-0.0017933323217539155
-0.01186246879887054
-0.013747360724736701
-0.016542509223430833
-0.04559330952853187
-0.04087738923298723
-0.01191362464116712
-0.01938976282890028
-0.02760503951051372
-0.007385473871031589
-0.019218392320468382
-0.018960156896475767
-0.01764128680927768
-0.0044648532884640655
-0.021769085041343096
-0.017827276754900544
0.008936726715454446
-0.011578984167909034
-0.01777004052944937
-0.011599760550776893
-0.017033555666447577
-0.014522432391215468
-0.018173451836035692
-0.010070833577464345
-0.01085746291483205
-0.014056742117651488
-0.018972305853361026
0.007409924087533493
-0.005565523157736907
-0.029721439262988668
-0.010492440744087306
-0.015652170738203443
-0.012449652708301607
-0.006886616710899363
-0.015269732819711824
-0.01956014483155477
-0.0017759887276904696
0.0018300147501198127
-0.004015655420063458
-0.032688313175524675
-0.01824548688972478
-0.01102898175840763
-0.007576989041153492
-0.015444689723908311
-0.0038715126877545856
-0.00979612037850459
-0.01640663895803094
-0.011971212012619904
-0.021384203201138298
-0.024737465288781603
-0.02655466097993071
-0.010830556250226043
-0.013477243283568186
-0.015569445651328274
-0.015831840530110376
-0.015068759467247794
-0.024595169955747797
-0.007814621685385626
-0.009233545084404682
-0.019026784471594914
